,customer_age,customer_income,home_ownership,employment_duration,loan_intent,loan_grade,loan_amnt,loan_int_rate,term_years,cred_hist_length,Current_loan_status
13085,24,88000,2,4,2,0,6000,9.91,4,2.0,1.0
13086,26,90000,0,0,2,0,12000,9.38,6,3.0,1.0
13087,23,88000,2,7,2,1,12000,10.99,3,2.0,1.0
13088,23,88000,2,7,3,0,12475,6.03,3,4.0,1.0
13089,23,88000,2,3,3,0,2700,7.9,3,4.0,1.0
13090,23,88000,2,1,3,0,15000,12.42,3,2.0,1.0
13091,23,91392,0,7,5,0,12000,5.42,3,3.0,1.0
13092,24,88000,2,2,0,0,8000,5.99,4,4.0,1.0
13093,25,92000,0,5,4,1,12000,13.43,5,3.0,1.0
13094,24,76000,2,3,3,1,12000,10.99,4,4.0,0.0
13095,24,92004,0,8,3,2,12000,14.46,4,2.0,1.0
13096,24,92341,0,9,4,0,12000,7.51,4,3.0,1.0
13097,22,88000,2,6,1,0,5000,11.11,2,4.0,1.0
13098,26,92500,0,3,5,0,12000,11.71,6,3.0,1.0
13099,23,88000,2,7,2,1,18150,12.68,3,2.0,1.0
13100,25,93000,0,3,1,0,12000,10.99,5,3.0,1.0
13101,24,88000,2,8,4,2,25000,14.54,4,2.0,1.0
13102,26,88000,2,10,4,0,3800,6.54,6,2.0,1.0
13103,24,94992,0,1,1,0,12000,11.89,4,4.0,1.0
13104,23,83000,0,2,5,2,12000,17.27,3,4.0,0.0
13105,26,88000,2,10,1,0,10000,7.88,6,2.0,1.0
13106,23,95000,0,6,5,0,12000,11.71,3,3.0,1.0
13107,23,88000,2,8,1,0,10000,7.51,3,2.0,1.0
13108,26,95000,0,0,5,0,12000,10.65,6,4.0,1.0
13109,26,95000,0,0,3,0,12000,8.49,6,4.0,1.0
13110,23,95000,0,4,1,0,12000,9.63,3,4.0,1.0
13111,23,88000,2,7,2,0,10000,8.94,3,2.0,1.0
13112,24,95000,0,3,0,0,12000,7.88,4,3.0,1.0
13113,22,88000,2,0,3,0,15000,11.83,2,4.0,1.0
13114,25,88000,2,7,2,0,11000,11.14,5,4.0,1.0
13115,22,70550,0,4,2,3,12000,15.68,2,3.0,0.0
13116,25,96000,0,1,4,0,12000,9.99,5,4.0,1.0
13117,25,96000,0,3,3,0,12000,11.99,5,3.0,1.0
13118,23,88000,2,2,2,1,6625,11.22,3,3.0,1.0
13119,22,96000,0,3,5,1,12000,13.61,2,3.0,1.0
13120,25,88140,2,5,1,1,15000,13.49,5,3.0,1.0
13121,26,88200,2,9,4,0,3000,10.59,6,4.0,1.0
13122,22,88200,2,6,5,0,21000,6.17,2,2.0,1.0
13123,22,88200,2,1,3,2,19000,14.61,2,3.0,1.0
13124,23,76268,2,7,5,0,15000,11.89,3,2.0,0.0
13125,24,88494,1,8,2,0,24000,10.99,4,2.0,1.0
13126,23,88500,2,2,1,1,5000,13.99,3,4.0,1.0
13127,23,88500,2,3,1,0,12000,7.51,3,4.0,1.0
13128,24,100000,0,5,4,0,12000,7.9,4,2.0,1.0
13129,26,88500,2,10,1,0,10000,8.59,6,4.0,1.0
13130,25,100000,0,3,3,0,12000,9.91,5,3.0,1.0
13131,22,88512,2,6,0,0,3000,5.79,2,3.0,1.0
13132,24,88560,2,7,0,0,10000,11.49,4,4.0,1.0
13133,22,88620,2,6,5,0,24000,6.62,2,3.0,1.0
13134,25,88668,2,2,2,0,3000,6.62,5,2.0,1.0
13135,23,76800,2,0,1,4,7200,20.89,3,2.0,0.0
13136,26,88800,2,10,2,0,10000,11.36,6,3.0,1.0
13137,25,76800,2,9,5,2,15000,14.96,5,2.0,0.0
13138,22,88812,2,6,1,2,29000,15.65,2,2.0,1.0
13139,22,88824,2,6,5,0,12600,7.66,2,3.0,1.0
13140,26,88900,2,9,2,1,19200,14.65,6,4.0,1.0
13141,26,88900,1,2,2,0,5000,11.83,6,4.0,1.0
13142,24,65450,2,8,2,2,5000,16.77,4,4.0,0.0
13143,24,89000,1,7,4,2,15000,17.58,4,4.0,1.0
13144,23,100000,0,1,1,1,12000,13.57,3,3.0,1.0
13145,23,88000,0,0,0,2,12000,14.61,3,4.0,0.0
13146,25,89000,2,9,2,0,14000,7.49,5,2.0,1.0
13147,25,78200,0,9,2,3,12000,16.4,5,4.0,0.0
13148,22,89000,2,6,3,0,20000,10.99,2,4.0,1.0
13149,26,104000,0,3,0,0,12000,12.21,6,3.0,1.0
13150,25,77000,2,9,4,2,14500,15.95,5,2.0,0.0
13151,26,89000,2,10,4,0,8000,10.99,6,2.0,1.0
13152,23,105000,0,0,1,1,12000,12.61,3,2.0,1.0
13153,24,89000,2,8,2,1,25000,13.11,4,3.0,1.0
13154,25,93000,0,0,5,2,12000,13.12,5,2.0,0.0
13155,24,110000,0,5,0,0,12000,7.9,4,2.0,1.0
13156,22,89000,2,6,0,1,16000,13.22,2,4.0,1.0
13157,25,110000,0,8,4,1,12000,12.23,5,2.0,1.0
13158,26,110000,0,2,4,0,12000,7.88,6,2.0,1.0
13159,26,110000,0,4,3,0,12000,10.99,6,2.0,1.0
13160,25,89016,2,9,2,0,4500,10.99,5,3.0,1.0
13161,26,89018,2,7,1,1,5800,11.97,6,2.0,1.0
13162,21,111016,0,5,0,1,12000,13.11,1,2.0,1.0
13163,26,112000,0,1,1,1,12000,13.49,6,4.0,1.0
13164,23,89204,2,5,1,0,18000,7.9,3,4.0,1.0
13165,24,113000,0,4,5,0,12000,7.49,4,2.0,1.0
13166,22,89440,2,6,3,0,8000,5.79,2,4.0,1.0
13167,26,115000,0,3,3,0,12000,10.99,6,3.0,1.0
13168,24,115000,0,8,1,0,12000,6.54,4,3.0,1.0
13169,22,119000,0,2,5,0,12000,10.36,2,2.0,1.0
13170,23,120000,0,7,1,0,12000,11.71,3,4.0,1.0
13171,25,120000,0,1,3,0,12000,10.99,5,4.0,1.0
13172,25,89796,2,2,3,0,9000,11.11,5,4.0,1.0
13173,22,89800,2,6,5,0,20000,12.53,2,2.0,1.0
13174,24,78000,2,8,3,1,24000,15.96,4,4.0,0.0
13175,25,120000,0,3,0,0,12000,9.01,5,2.0,1.0
13176,25,123000,0,0,1,0,12000,9.63,5,2.0,1.0
13177,25,123144,0,2,2,0,12000,10.75,5,2.0,1.0
13178,23,90000,2,4,0,1,20000,14.65,3,3.0,1.0
13179,26,125000,0,3,2,0,12000,6.99,6,4.0,1.0
13180,25,36000,1,0,3,0,2400,12.21,5,2.0,1.0
13181,22,36000,1,2,1,0,14000,11.26,2,4.0,1.0
13182,23,113000,0,1,0,2,12000,15.28,3,3.0,0.0
13183,26,90000,2,0,1,0,6000,9.91,6,3.0,1.0
13184,24,66300,2,6,2,3,30000,19.42,4,3.0,0.0
13185,23,36000,1,2,2,1,12000,12.53,3,2.0,1.0
13186,25,90000,2,9,1,0,7750,7.51,5,4.0,1.0
13187,23,90000,2,7,5,0,4000,10.65,3,3.0,1.0
13188,25,90000,2,2,2,0,15000,12.42,5,2.0,1.0
13189,23,127500,0,8,3,0,12000,10.37,3,4.0,1.0
13190,23,90000,2,8,5,0,3600,12.69,3,3.0,1.0
13191,22,90000,2,6,0,0,14300,6.03,2,4.0,1.0
13192,26,78000,2,10,1,0,14000,9.91,6,4.0,0.0
13193,24,90000,2,7,1,0,35000,10.65,4,3.0,1.0
13194,25,36000,1,10,1,0,11200,9.76,5,4.0,1.0
13195,25,90000,2,2,2,0,9500,11.71,5,4.0,1.0
13196,26,130000,0,5,1,1,12000,14.22,6,2.0,1.0
13197,25,90000,2,9,4,0,18000,9.91,5,2.0,1.0
13198,26,136000,0,2,0,1,12000,14.72,6,2.0,1.0
13199,22,78000,2,6,4,2,25000,16.77,2,2.0,0.0
13200,23,140000,0,5,5,0,12000,11.12,3,3.0,1.0
13201,22,36000,1,4,1,0,3250,7.75,2,4.0,1.0
13202,25,90000,2,9,0,0,3600,7.9,5,2.0,1.0
13203,24,90000,2,0,2,0,13000,12.42,4,3.0,1.0
13204,26,150000,0,3,0,0,12000,7.9,6,3.0,1.0
13205,23,90000,2,4,0,0,3000,6.03,3,4.0,1.0
13206,24,90000,2,3,3,0,12000,7.51,4,3.0,1.0
13207,23,90000,2,5,0,0,15000,6.03,3,3.0,1.0
13208,24,125375,0,0,2,1,12000,14.27,4,2.0,0.0
13209,24,90000,2,8,0,0,8000,9.91,4,4.0,1.0
13210,23,90000,2,6,5,0,12000,10.99,3,3.0,1.0
13211,24,35556,1,9,1,0,13000,5.79,4,2.0,1.0
13212,22,90000,2,6,1,0,16000,6.03,2,4.0,1.0
13213,23,170000,0,7,1,0,12000,11.11,3,2.0,1.0
13214,25,90000,2,0,1,0,9000,12.69,5,3.0,1.0
13215,24,90000,2,4,3,0,20000,7.9,4,3.0,1.0
13216,25,66300,2,6,2,1,20000,15.27,5,4.0,0.0
13217,26,90000,2,0,5,0,10000,6.62,6,4.0,1.0
13218,23,210000,0,4,1,0,12000,10.59,3,2.0,1.0
13219,25,225000,0,9,1,2,12000,16.49,5,2.0,1.0
13220,23,90000,1,7,2,0,35000,8.9,3,4.0,1.0
13221,24,90000,2,8,4,0,4300,7.9,4,4.0,1.0
13222,22,90000,2,2,2,0,7000,10.99,2,2.0,1.0
13223,21,90000,1,6,2,0,12000,6.03,1,3.0,1.0
13224,23,35482,1,7,3,2,7000,14.74,3,4.0,1.0
13225,23,90000,2,7,2,0,21000,12.42,3,2.0,1.0
13226,25,35412,1,3,0,0,5000,10.99,5,4.0,1.0
13227,22,35400,1,6,1,0,8000,6.03,2,2.0,1.0
13228,26,105000,0,1,4,0,12100,10.99,6,2.0,1.0
13229,24,42000,0,9,5,0,12125,10.99,4,3.0,1.0
13230,26,90000,2,5,1,0,8000,5.42,6,3.0,1.0
13231,23,66300,2,6,2,0,14000,10.99,3,3.0,0.0
13232,22,90000,2,6,0,0,6400,5.99,2,2.0,1.0
13233,24,90000,2,1,2,0,15000,9.99,4,4.0,1.0
13234,22,36000,0,1,0,0,12200,11.49,2,3.0,0.0
13235,25,90000,2,9,2,0,6000,6.99,5,3.0,1.0
13236,21,82100,0,3,0,0,12200,6.03,1,2.0,1.0
13237,23,24000,0,4,1,1,12250,13.16,3,4.0,0.0
13238,23,25960,0,1,3,0,12250,10.37,3,4.0,0.0
13239,26,90000,2,10,0,0,13000,10.59,6,3.0,1.0
13240,24,26000,0,1,2,1,12250,11.49,4,2.0,0.0
13241,24,90000,2,0,5,1,8000,12.99,4,2.0,1.0
13242,24,28800,0,5,2,0,12250,9.99,4,4.0,0.0
13243,23,90000,2,7,0,0,22000,6.99,3,4.0,1.0
13244,23,90000,2,7,3,0,4900,6.99,3,2.0,1.0
13245,22,90000,2,6,1,0,12000,10.99,2,2.0,1.0
13246,21,30000,0,2,5,2,12250,14.59,1,3.0,0.0
13247,22,30000,0,0,4,2,12250,13.67,2,4.0,0.0
13248,26,32000,0,4,5,1,12250,10.99,6,2.0,0.0
13249,25,90000,2,9,0,0,10000,5.42,5,2.0,1.0
13250,25,90000,2,4,0,0,3000,11.49,5,4.0,1.0
13251,21,29000,0,2,3,1,12250,13.61,1,4.0,0.0
13252,24,90000,2,7,2,0,15000,8.49,4,3.0,1.0
13253,25,90000,2,6,5,0,15000,8.49,5,2.0,1.0
13254,23,90000,2,1,1,0,13675,7.49,3,4.0,1.0
13255,24,36000,0,0,5,1,12250,11.49,4,2.0,0.0
13256,24,90000,2,8,3,0,7000,10.99,4,3.0,1.0
13257,23,36000,0,4,2,0,12250,10.74,3,3.0,0.0
13258,23,36000,0,7,0,0,12250,10.99,3,3.0,0.0
13259,25,78000,2,8,5,2,6000,15.62,5,3.0,0.0
13260,22,44000,0,0,2,2,12250,15.99,2,2.0,0.0
13261,25,90000,2,9,3,0,5600,9.99,5,4.0,1.0
13262,24,50000,0,8,4,1,12250,14.72,4,3.0,1.0
13263,25,45600,0,3,2,2,12250,14.84,5,3.0,0.0
13264,23,60000,0,3,1,1,12250,10.59,3,3.0,1.0
13265,23,90000,2,1,1,0,4000,5.42,3,3.0,1.0
13266,24,61400,0,1,3,1,12250,12.23,4,4.0,1.0
13267,26,90000,2,10,4,0,5175,11.99,6,2.0,1.0
13268,24,30000,0,1,1,1,12300,10.74,4,2.0,0.0
13269,23,32004,0,3,1,1,12300,10.99,3,3.0,0.0
13270,23,90000,2,7,3,0,21000,7.49,3,4.0,1.0
13271,23,39000,0,7,2,1,12300,10.99,3,2.0,0.0
13272,25,90000,2,2,3,2,10000,15.28,5,2.0,1.0
13273,23,55000,0,0,3,1,12300,10.99,3,4.0,1.0
13274,24,90000,2,8,1,1,35000,12.68,4,2.0,1.0
13275,25,90000,2,4,3,0,10000,10.0,5,2.0,1.0
13276,24,90000,2,0,5,1,24000,13.06,4,2.0,1.0
13277,26,42000,0,6,0,0,12375,7.51,6,3.0,1.0
13278,21,90000,2,5,0,0,21000,10.99,1,4.0,1.0
13279,25,42000,0,8,5,0,12375,7.29,5,4.0,1.0
13280,25,80000,0,2,0,1,12375,10.91,5,4.0,1.0
13281,22,34650,0,3,1,0,12400,10.99,2,4.0,0.0
13282,24,90000,2,3,2,0,3000,10.99,4,4.0,1.0
13283,23,90000,2,4,2,0,4800,10.36,3,4.0,1.0
13284,22,56324,0,2,1,0,12400,10.74,2,4.0,1.0
13285,22,90000,2,6,5,0,9500,10.99,2,3.0,1.0
13286,25,36996,0,2,1,3,12450,16.32,5,2.0,0.0
13287,23,31000,0,5,5,0,12500,10.65,3,4.0,0.0
13288,25,90000,2,9,1,0,20000,6.54,5,3.0,1.0
13289,26,90000,2,10,1,0,1000,6.17,6,4.0,1.0
13290,24,90000,1,8,2,1,12000,13.35,4,3.0,1.0
13291,23,66300,2,2,2,2,15000,14.83,3,4.0,0.0
13292,24,90000,2,8,3,0,6000,5.79,4,4.0,1.0
13293,25,36000,0,0,3,1,12500,11.72,5,4.0,0.0
13294,24,32000,0,0,2,1,12500,12.87,4,3.0,0.0
13295,23,90000,2,2,1,0,5000,5.42,3,4.0,1.0
13296,26,40000,0,4,1,1,12500,6.92,6,2.0,0.0
13297,22,30000,0,0,5,0,2800,6.54,2,3.0,1.0
13298,22,90000,2,6,2,0,6000,9.25,2,2.0,1.0
13299,23,90000,1,7,2,0,8500,5.79,3,4.0,1.0
13300,23,90000,2,7,1,0,8000,10.36,3,3.0,1.0
13301,25,90000,2,5,3,1,10000,12.61,5,3.0,1.0
13302,22,33250,0,0,1,2,2800,15.62,2,3.0,0.0
13303,22,90000,2,6,3,0,3500,9.25,2,2.0,1.0
13304,24,33396,0,3,0,2,2800,16.0,4,3.0,0.0
13305,22,35000,0,5,3,0,2800,10.37,2,4.0,1.0
13306,21,37423,0,5,3,0,2800,7.88,1,4.0,1.0
13307,26,39000,0,5,2,0,2800,10.0,6,2.0,1.0
13308,22,40000,0,1,5,0,2800,7.49,2,4.0,1.0
13309,22,40000,0,0,1,0,2800,7.49,2,2.0,1.0
13310,24,40000,0,8,2,0,2800,10.25,4,2.0,1.0
13311,25,90000,2,9,2,1,15000,13.61,5,3.0,1.0
13312,24,40800,0,0,3,0,2800,6.99,4,4.0,1.0
13313,21,90000,2,4,1,0,1500,10.75,1,4.0,1.0
13314,24,90000,2,8,5,1,19750,13.61,4,2.0,1.0
13315,25,90000,2,5,5,0,7500,6.76,5,4.0,1.0
13316,25,90000,2,9,2,0,6000,10.99,5,4.0,1.0
13317,26,36120,0,3,2,1,2800,13.35,6,4.0,0.0
13318,25,37200,0,2,4,2,2800,16.29,5,3.0,0.0
13319,25,90000,2,6,0,2,8500,15.21,5,3.0,1.0
13320,24,90000,2,4,3,0,1700,10.75,4,3.0,1.0
13321,25,44000,0,1,1,0,2800,6.92,5,3.0,1.0
13322,22,90000,2,2,3,0,5000,10.75,2,4.0,1.0
13323,22,45000,0,1,0,1,2800,13.49,2,2.0,1.0
13324,22,90000,1,6,3,0,7000,7.14,2,4.0,1.0
13325,22,46800,0,5,5,0,2800,10.37,2,3.0,1.0
13326,22,90000,2,3,1,1,25000,12.73,2,4.0,1.0
13327,26,35000,1,1,0,0,7500,7.9,6,3.0,1.0
13328,22,90000,2,6,1,0,6400,9.88,2,3.0,1.0
13329,26,90000,2,9,5,0,6500,7.14,6,3.0,1.0
13330,24,50000,0,0,5,0,2800,5.79,4,2.0,1.0
13331,25,90000,2,7,0,0,6000,7.14,5,3.0,1.0
13332,25,90000,1,4,3,0,5000,6.76,5,4.0,1.0
13333,24,90000,2,8,4,3,24000,17.56,4,3.0,1.0
13334,24,44000,0,5,0,1,2800,14.17,4,2.0,0.0
13335,26,50000,0,1,2,1,2800,13.61,6,3.0,1.0
13336,23,50000,0,4,2,0,2800,11.86,3,2.0,1.0
13337,22,90000,2,6,1,0,10000,7.88,2,3.0,1.0
13338,26,52582,0,3,3,1,2800,13.47,6,4.0,1.0
13339,21,48000,0,5,0,0,2800,8.9,1,2.0,0.0
13340,22,56000,0,4,3,2,2800,15.31,2,2.0,1.0
13341,25,90000,2,2,0,1,20000,10.99,5,3.0,1.0
13342,23,74000,0,7,3,2,2800,15.21,3,2.0,0.0
13343,23,78000,2,7,5,2,15000,15.31,3,4.0,0.0
13344,24,86400,0,5,5,1,2800,14.65,4,4.0,1.0
13345,21,35000,1,2,3,1,7200,15.23,1,4.0,1.0
13346,25,90000,2,9,5,0,15000,12.18,5,2.0,1.0
13347,23,123000,0,4,5,1,2800,13.49,3,3.0,1.0
13348,25,90000,2,6,0,0,6000,7.74,5,4.0,1.0
13349,24,78000,2,0,5,2,19500,15.31,4,4.0,0.0
13350,22,35000,1,6,1,0,18500,7.49,2,3.0,1.0
13351,23,18460,0,0,0,0,2775,7.68,3,2.0,1.0
13352,23,16800,0,2,2,2,2750,16.77,3,2.0,0.0
13353,25,78000,2,4,5,0,3000,11.48,5,3.0,0.0
13354,25,78000,2,9,5,2,8000,16.0,5,2.0,0.0
13355,26,90000,2,3,0,1,3200,13.22,6,4.0,1.0
13356,22,90000,2,1,1,1,2500,13.22,2,2.0,1.0
13357,26,90000,2,1,0,0,20000,10.99,6,3.0,1.0
13358,23,60000,0,7,1,1,2750,15.23,3,4.0,1.0
13359,23,90000,2,1,1,0,12000,12.18,3,4.0,1.0
13360,25,90000,1,9,4,0,10000,8.0,5,4.0,1.0
13361,24,31200,0,4,0,0,2725,10.74,4,2.0,1.0
13362,22,90000,2,6,1,0,20000,11.26,2,2.0,1.0
13363,21,90000,3,5,2,0,16000,11.26,1,4.0,1.0
13364,23,90000,2,5,0,0,6000,11.89,3,4.0,1.0
13365,23,78000,2,4,0,0,15250,10.99,3,2.0,0.0
13366,21,15600,0,5,3,4,2700,20.62,1,3.0,0.0
13367,24,90000,2,8,1,1,3000,13.79,4,4.0,1.0
13368,23,90000,2,1,5,1,1500,12.84,3,2.0,1.0
13369,23,90000,2,1,1,3,15000,16.32,3,2.0,1.0
13370,26,78000,2,10,1,0,10000,9.63,6,4.0,0.0
13371,25,90000,2,7,3,0,11000,9.32,5,3.0,1.0
13372,23,24000,0,7,5,0,2700,10.75,3,2.0,0.0
13373,25,78000,2,7,3,1,9000,11.78,5,2.0,0.0
13374,24,90000,2,4,4,0,5000,8.0,4,4.0,1.0
13375,24,90000,2,1,0,1,12000,10.99,4,4.0,1.0
13376,24,90000,2,2,1,0,7500,10.99,4,3.0,1.0
13377,23,26000,0,3,5,0,2700,7.29,3,3.0,1.0
13378,24,90000,2,8,0,1,5000,11.34,4,4.0,1.0
13379,25,90000,2,3,3,0,25000,10.39,5,3.0,1.0
13380,26,30000,0,2,1,0,2700,10.75,6,2.0,1.0
13381,22,31200,0,0,5,0,2700,6.91,2,4.0,1.0
13382,24,32000,0,1,3,0,2700,10.99,4,3.0,1.0
13383,26,90000,2,2,1,1,25000,11.09,6,4.0,1.0
13384,25,35000,0,2,1,0,2700,7.88,5,2.0,1.0
13385,26,90000,1,2,3,0,9500,8.07,6,2.0,1.0
13386,25,90084,2,6,0,0,15000,7.88,5,4.0,1.0
13387,23,90096,2,0,1,1,10150,11.97,3,3.0,1.0
13388,23,78216,2,7,0,1,1200,10.99,3,3.0,0.0
13389,22,78369,2,6,5,3,11000,17.99,2,3.0,0.0
13390,24,90474,2,8,1,0,15000,10.38,4,3.0,1.0
13391,25,51000,0,1,5,0,2700,9.7,5,2.0,1.0
13392,24,90730,2,6,4,0,8000,10.99,4,2.0,1.0
13393,25,46200,0,1,5,4,2700,15.96,5,2.0,0.0
13394,22,90888,2,5,1,1,13200,14.79,2,4.0,1.0
13395,24,98450,0,8,1,1,2700,13.49,4,4.0,1.0
13396,24,90996,2,0,1,0,8400,10.99,4,2.0,1.0
13397,21,90996,2,5,0,0,6000,9.99,1,2.0,1.0
13398,24,90996,2,8,4,3,20000,16.32,4,4.0,1.0
13399,26,18144,0,2,0,0,2675,9.91,6,4.0,1.0
13400,24,90996,2,2,1,0,16000,7.88,4,3.0,1.0
13401,23,40000,0,7,0,0,2675,8.07,3,4.0,1.0
13402,23,91000,2,0,1,0,1000,11.71,3,3.0,1.0
13403,24,91000,2,9,1,0,15000,6.03,4,4.0,1.0
13404,24,91000,2,8,5,0,2400,9.91,4,4.0,1.0
13405,24,91000,2,8,4,0,10000,10.99,4,4.0,1.0
13406,23,91000,2,7,0,2,1500,14.54,3,4.0,1.0
13407,21,22240,0,5,2,0,2650,9.88,1,3.0,1.0
13408,23,79000,2,7,5,2,16000,14.09,3,3.0,0.0
13409,23,91000,2,5,3,2,10000,16.32,3,3.0,1.0
13410,23,46728,0,2,0,0,2650,10.59,3,2.0,1.0
13411,22,91000,1,5,1,0,15000,7.88,2,2.0,1.0
13412,23,91000,2,7,0,1,10000,13.61,3,4.0,1.0
13413,24,79000,2,4,4,2,5000,15.33,4,2.0,0.0
13414,23,91000,2,4,3,3,8000,17.19,3,4.0,1.0
13415,21,91000,2,5,3,0,20000,10.62,1,2.0,1.0
13416,24,91000,2,5,2,0,15000,7.88,4,4.0,1.0
13417,24,16000,0,2,4,1,2600,10.99,4,2.0,0.0
13418,22,20160,0,1,1,0,2600,6.92,2,4.0,1.0
13419,21,35000,1,2,2,0,11000,7.88,1,2.0,1.0
13420,23,91000,2,3,0,0,12000,10.99,3,3.0,1.0
13421,24,21600,0,0,1,3,2600,19.29,4,4.0,0.0
13422,24,91000,2,0,4,0,1000,7.68,4,3.0,1.0
13423,26,67150,2,9,2,2,15000,14.11,6,4.0,0.0
13424,21,27000,0,3,0,1,2600,13.22,1,2.0,1.0
13425,24,91000,2,8,3,0,7000,8.0,4,3.0,1.0
13426,24,91000,2,0,5,0,7500,10.39,4,2.0,1.0
13427,23,91000,2,7,5,1,7500,11.97,3,2.0,1.0
13428,23,91092,2,2,0,1,10000,13.43,3,2.0,1.0
13429,25,79200,2,1,0,1,11200,14.79,5,3.0,0.0
13430,21,35000,1,2,3,2,7000,14.59,1,3.0,1.0
13431,25,35000,1,9,0,1,4000,13.11,5,2.0,1.0
13432,23,91200,2,7,5,0,3000,8.88,3,2.0,1.0
13433,22,91200,1,6,0,0,5000,11.48,2,2.0,1.0
13434,25,91200,2,9,0,0,6000,7.68,5,4.0,1.0
13435,24,79200,2,8,3,1,6500,11.78,4,3.0,0.0
13436,24,91228,2,2,2,0,12000,7.49,4,3.0,1.0
13437,22,91234,2,6,0,0,12000,11.83,2,2.0,1.0
13438,23,35000,1,7,2,0,10000,10.25,3,2.0,1.0
13439,22,35000,1,2,3,1,13200,13.48,2,3.0,1.0
13440,22,48000,0,2,1,0,2600,11.12,2,3.0,1.0
13441,21,91500,2,4,0,1,8000,13.61,1,2.0,1.0
13442,23,74029,0,7,5,1,2600,15.27,3,3.0,1.0
13443,25,100000,0,3,5,0,2600,7.9,5,3.0,1.0
13444,26,35000,1,1,3,0,4175,7.74,6,4.0,1.0
13445,26,67983,2,7,2,2,15000,16.49,6,3.0,0.0
13446,23,92000,2,2,5,0,15000,9.91,3,2.0,1.0
13447,23,92000,2,7,0,0,12000,6.62,3,3.0,1.0
13448,21,12960,0,2,3,0,2525,10.99,1,2.0,0.0
13449,24,57500,0,4,5,1,2525,10.99,4,4.0,1.0
13450,23,10000,0,0,4,2,2500,14.59,3,3.0,0.0
13451,23,92000,2,5,1,0,2400,12.69,3,2.0,1.0
13452,22,92000,2,4,3,0,1400,10.99,2,3.0,1.0
13453,23,92000,2,7,1,0,4800,7.49,3,2.0,1.0
13454,22,35000,1,6,2,0,5000,11.14,2,2.0,1.0
13455,24,92000,2,8,3,0,11000,10.99,4,3.0,1.0
13456,26,92000,1,3,4,0,22500,10.99,6,2.0,1.0
13457,23,41000,0,1,5,1,12500,13.57,3,4.0,1.0
13458,21,42000,0,4,1,1,12500,8.94,1,2.0,1.0
13459,26,68000,2,11,2,2,25000,15.65,6,2.0,0.0
13460,23,92000,2,7,2,1,18000,12.68,3,2.0,1.0
13461,24,92000,2,7,0,0,15000,11.11,4,4.0,1.0
13462,25,36960,0,8,5,2,12500,14.61,5,4.0,0.0
13463,22,13200,0,0,3,0,2500,9.91,2,4.0,0.0
13464,22,14400,0,2,0,3,2500,10.99,2,2.0,0.0
13465,24,92000,2,9,0,3,25000,17.93,4,2.0,1.0
13466,26,14400,0,2,3,1,2500,13.47,6,4.0,0.0
13467,24,92000,2,9,5,0,22000,10.99,4,4.0,1.0
13468,23,15600,0,3,1,0,2500,10.65,3,2.0,0.0
13469,24,92000,1,4,2,0,7200,9.88,4,2.0,1.0
13470,23,68000,2,4,2,2,8000,15.33,3,3.0,0.0
13471,23,15600,0,4,5,0,2500,7.29,3,3.0,0.0
13472,23,92000,2,7,3,3,10000,16.7,3,2.0,1.0
13473,23,92000,2,4,1,3,15600,16.35,3,3.0,1.0
13474,23,92000,2,7,0,0,15000,11.26,3,2.0,1.0
13475,23,92000,2,7,1,1,7000,13.47,3,4.0,1.0
13476,25,92000,2,9,2,0,13000,11.26,5,2.0,1.0
13477,26,92000,2,0,5,0,5600,11.46,6,3.0,1.0
13478,22,92000,3,2,2,1,6000,12.22,2,2.0,1.0
13479,23,92000,2,0,1,0,12950,9.96,3,2.0,1.0
13480,25,17352,0,0,0,0,2500,12.53,5,4.0,1.0
13481,21,18000,0,3,1,0,2500,7.88,1,2.0,1.0
13482,26,80004,2,7,5,1,7500,15.23,6,2.0,0.0
13483,22,18204,0,2,5,0,2500,11.89,2,4.0,1.0
13484,23,92004,2,7,3,0,24250,11.12,3,4.0,1.0
13485,22,18984,0,6,4,1,2500,14.22,2,2.0,0.0
13486,24,19464,0,4,0,1,2500,13.84,4,3.0,0.0
13487,26,92004,2,3,2,1,24250,14.72,6,4.0,1.0
13488,25,80004,2,8,0,0,6000,8.0,5,2.0,0.0
13489,26,80040,2,6,0,0,10000,10.99,6,2.0,0.0
13490,25,20000,0,2,0,2,2500,15.7,5,2.0,0.0
13491,24,92259,2,4,4,0,6000,10.99,4,4.0,1.0
13492,21,20000,0,2,0,1,2500,13.79,1,3.0,1.0
13493,25,37560,0,2,5,4,12500,18.62,5,3.0,0.0
13494,26,92400,2,8,2,0,14500,7.88,6,4.0,1.0
13495,24,80400,2,8,0,1,10000,11.66,4,2.0,0.0
13496,25,45000,0,1,2,0,12500,10.37,5,3.0,1.0
13497,22,92496,2,2,1,0,10200,10.99,2,4.0,1.0
13498,23,46000,0,1,1,1,12500,11.11,3,2.0,1.0
13499,26,46800,0,0,1,0,12500,11.86,6,3.0,1.0
13500,21,49000,0,5,3,0,12500,7.49,1,4.0,1.0
13501,26,44000,0,4,4,4,12500,22.11,6,2.0,0.0
13502,23,92500,2,5,1,0,2500,10.99,3,2.0,1.0
13503,22,50000,0,4,2,0,12500,7.29,2,2.0,1.0
13504,25,92700,2,5,3,1,1500,14.65,5,2.0,1.0
13505,22,92700,2,1,3,0,9250,7.9,2,3.0,1.0
13506,24,50000,0,0,5,0,12500,7.88,4,3.0,1.0
